x,y,z,intensity,t,reflectivity,ring,ambient,range
-5.476788,3.593,1.2331,828.0,3420936,26,48,8767,6659
-5.4079676,3.5954673,1.22283,776.0,3468496,24,48,8817,6602
-5.343402,3.599977,1.2134609,777.0,3515056,24,48,8991,6550
-5.2765503,3.6021657,1.2035512,828.0,3567536,25,48,8578,6495
-5.2155347,3.6075912,1.1949028,844.0,3612336,26,48,8277,6447
-5.1578736,3.6146646,1.186975,775.0,3664576,23,48,8234,6403
-5.0874963,3.612048,1.1761645,869.0,3714736,27,48,8390,6343
-5.0309157,3.6184773,1.1684169,844.0,3763136,24,48,8915,6300
-4.9720654,3.6226103,1.1601288,824.0,3810616,24,48,9191,6254
-4.9141464,3.626743,1.1520209,831.0,3860776,24,48,9117,6209
-4.870539,3.6409123,1.1471561,919.0,3907296,27,48,8362,6182
-4.7924557,3.6285357,1.1343637,1119.0,3954896,34,48,9541,6111
-4.7607393,3.6506846,1.1322016,1238.0,4003616,40,48,8283,6099
-4.7250495,3.6695619,1.1291386,1508.0,4054296,54,48,4612,6082
-4.7086263,3.703354,1.13058,1497.0,4104176,52,48,2081,6090
-4.6942735,3.7389224,1.1325619,1620.0,4151456,60,48,1546,6101
-4.6811914,3.7756898,1.1349043,2729.0,4201776,138,48,832,6114
-4.676972,3.81991,1.1394086,2835.0,4248936,165,48,937,6139
-4.646627,3.842889,1.137787,2701.0,4298856,135,48,642,6130
-4.698332,3.9345293,1.1558046,142.0,4345336,3,48,330,6230
-4.671852,3.9613738,1.155264,59.0,4394696,1,48,337,6227
-4.671327,4.0104837,1.1610297,57.0,4443496,1,48,332,6259
-4.667406,4.057153,1.1660746,48.0,4495096,1,48,406,6287
-4.638734,4.0824637,1.1651738,563.0,4543776,14,48,785,6282
-4.6334147,4.12853,1.1700385,901.0,4594136,25,48,1004,6309
-4.6160245,4.164135,1.1720204,911.0,4640616,25,48,909,6320
-4.623052,4.222251,1.1801283,226.0,4690048,5,48,378,6365
-4.6562457,4.305333,1.1949028,82.0,4737528,1,48,417,6447
-4.609646,4.314988,1.1898578,1469.0,4785888,55,48,1433,6419
-4.5973535,4.356732,1.1934613,1514.0,4835688,58,48,1561,6439
-4.5982003,4.4114337,1.2004882,1420.0,4882728,52,48,1462,6478
-4.5964327,4.4642515,1.2069745,1332.0,4934248,47,48,1417,6514
-4.592787,4.515833,1.2131006,1309.0,4980968,48,48,1405,6548
-4.585893,4.5647593,1.2185057,1218.0,5033808,42,48,1282,6578
-4.6125007,4.648002,1.2327397,1060.0,5078528,34,48,1216,6657
-4.63,4.723307,1.2448114,1294.0,5129488,48,48,1248,6724
-4.614608,4.7657685,1.248415,1198.0,5176048,43,48,1188,6744
-4.642354,4.8537374,1.2635497,1061.0,5226488,36,48,1293,6828
-4.638813,4.9100313,1.2705766,1043.0,5278208,35,48,1048,6867
-4.6273775,4.958549,1.2756215,1149.0,5325688,40,48,973,6895
-4.608192,4.9991503,1.2786845,1084.0,5373688,38,48,919,6912
-4.608536,5.0615335,1.2871528,821.0,5420168,26,48,772,6959
-28.867004,3.1935828,4.9979973,17.0,443280,14,49,2330,29464
-27.353104,4.050012,4.7600904,20.0,731040,11,49,1270,28052
-8.9148855,4.279697,1.7239116,81.0,3128224,7,49,6011,10032
-7.4071984,3.6117582,1.4421974,95.0,3173024,5,49,6372,8360
-6.915007,3.4243474,1.3525611,320.0,3225424,13,49,6679,7828
-6.856002,3.447664,1.345316,486.0,3273024,20,49,2852,7785
-6.8531528,3.4990828,1.3488543,389.0,3320064,15,49,2277,7806
-6.8333035,3.5419748,1.3491913,444.0,3370096,18,49,2180,7808
-6.7634683,3.5585845,1.3399245,467.0,3420936,20,49,7818,7753
-6.6945577,3.5749362,1.3308259,500.0,3468496,22,49,8544,7699
-6.5832415,3.567557,1.3134716,536.0,3515056,23,49,8848,7596
-6.4878173,3.5675004,1.29915,493.0,3567536,21,49,9260,7511
-6.403834,3.5726535,1.2870188,474.0,3612336,19,49,9152,7439
-6.312314,3.5725405,1.2733711,547.0,3664576,22,49,9119,7358
-6.230441,3.5768406,1.2615769,570.0,3714736,22,49,9257,7288
-6.154718,3.583745,1.250962,633.0,3763136,25,49,9173,7225
-6.064719,3.5813324,1.2374829,595.0,3810616,23,49,9038,7145
-5.9885135,3.5860572,1.2266996,600.0,3860776,22,49,9356,7081
-5.899001,3.5817947,1.2132204,591.0,3907296,22,49,9410,7001
-5.8282332,3.5879421,1.203448,607.0,3954896,23,49,9026,6943
-5.7701554,3.601188,1.196203,647.0,4003616,23,49,8617,6900
-5.6721573,3.588553,1.1808704,617.0,4054296,22,49,8501,6809
-5.601083,3.5918853,1.1709296,609.0,4104176,22,49,8951,6750
-5.539273,3.6003926,1.162842,680.0,4151456,24,49,8870,6702
-5.477571,3.6082776,1.1547545,747.0,4201776,26,49,9291,6654
-5.4159822,3.615542,1.1466671,739.0,4248936,26,49,9640,6606
-5.346349,3.6166625,1.1368947,758.0,4298856,27,49,9553,6548
-5.276907,3.617066,1.1271223,768.0,4345336,26,49,9664,6490
-5.2141395,3.6212542,1.1186979,762.0,4394696,26,49,9643,6440
-5.1474905,3.6219723,1.1094309,855.0,4443496,29,49,9321,6385
-5.0850434,3.6248717,1.1010065,911.0,4495096,32,49,9609,6335
-5.0283494,3.6311831,1.0937614,926.0,4543776,31,49,9712,6292
-4.973361,3.6381004,1.0868534,979.0,4594136,33,49,9488,6251
-4.9192705,3.6450675,1.0801138,941.0,4640616,32,49,9218,6211
-4.8440003,3.6355283,1.068825,1128.0,4690048,40,49,8512,6144
-4.8114023,3.6574252,1.0666347,1243.0,4737528,44,49,9600,6131
-4.768566,3.67124,1.062254,1520.0,4785888,61,49,6972,6105
-4.7436185,3.6986115,1.0617484,1582.0,4835688,64,49,3020,6102
-4.7293434,3.7343695,1.0636019,1548.0,4882728,61,49,1869,6113
-4.704801,3.7620864,1.0632648,2343.0,4934248,115,49,986,6111
-4.718393,3.820666,1.0713524,2858.0,4980968,177,49,1214,6159
-4.700196,3.853922,1.0725317,2836.0,5033808,173,49,1112,6166
-4.6013937,3.8203368,1.0558513,1365.0,5078528,48,49,443,6067
-4.8325863,4.1136136,1.1183609,19.0,5176048,1,49,343,6438
-4.705727,4.055649,1.0954463,39.0,5226488,1,49,283,6302
-4.755752,4.1499186,1.1124637,12.0,5278208,1,49,297,6403
-4.691794,4.1450768,1.1037023,48.0,5325688,1,49,394,6351
-4.6809626,4.186933,1.1070721,74.0,5373688,2,49,415,6371
-4.6646805,4.2241793,1.1092625,81.0,5420168,2,49,397,6384
-4.6401267,4.2540545,1.1095995,48.0,5468008,1,49,360,6386
-4.6291056,4.2965307,1.1131377,1188.0,5520608,44,49,1374,6407
-4.619174,4.340381,1.117013,1445.0,5567088,60,49,1654,6430
-4.6188745,4.393785,1.123247,1265.0,5615328,48,49,1489,6467
-4.6095743,4.4391403,1.1274593,1253.0,5665568,47,49,1510,6492
-4.5977736,4.482482,1.1311661,1144.0,5714048,41,49,1421,6514
-4.6220875,4.561858,1.1436343,786.0,5761768,26,49,1140,6588
-4.616318,4.6124315,1.1490259,886.0,5810048,31,49,1118,6620
-4.644745,4.698161,1.162842,1176.0,5859008,46,49,1380,6702
-4.641306,4.7526703,1.1690762,1087.0,5912168,42,49,1413,6739
-4.649004,4.8193755,1.1781746,992.0,5961440,37,49,1255,6793
-4.6533375,4.8834977,1.186599,903.0,6006720,33,49,1275,6843
-4.6536803,4.944264,1.1941811,984.0,6059080,37,49,1070,6888
-4.6313076,4.9813895,1.196203,994.0,6108440,37,49,867,6900
-4.626652,5.038032,1.202774,653.0,6152520,23,49,749,6939
-4.630082,5.104297,1.2115355,394.0,6205200,12,49,473,6991
24.582314,7.1359324,4.4089584,17.0,22318264,10,49,1854,25968
26.818104,7.2523613,4.782331,20.0,22463664,13,49,1934,28184
-26.746904,3.9938996,4.3220005,23.0,1514672,16,50,1884,27381
-26.100231,4.0612397,4.222242,20.0,1562752,14,50,1901,26744
-25.455711,4.121114,4.1227965,25.0,1610952,15,50,1730,26109
-8.796614,4.238106,1.5821637,97.0,3907296,10,50,7759,9886
-7.3225517,3.5836847,1.3265814,112.0,3954896,8,50,7900,8254
-7.1774783,3.5674636,1.304813,255.0,4003616,16,50,8615,8115
-7.071683,3.5691738,1.2899354,294.0,4054296,17,50,8842,8020
-6.9758096,3.5746746,1.2767804,331.0,4104176,19,50,8009,7936
-6.854726,3.5659206,1.2590839,290.0,4151456,16,50,8192,7823
-6.748865,3.5636547,1.2440495,326.0,4201776,18,50,9000,7727
-6.668541,3.5737505,1.2335569,391.0,4248936,21,50,9070,7660
-6.5753326,3.5759203,1.2207152,419.0,4298856,23,50,9094,7578
-6.4667854,3.5684958,1.2050544,416.0,4345336,22,50,9026,7478
-6.3956404,3.5806155,1.1961279,449.0,4394696,24,50,8961,7421
-6.2962484,3.5759068,1.1820333,517.0,4443496,28,50,8941,7331
-6.21342,3.5794792,1.1709142,444.0,4495096,23,50,8820,7260
-6.136757,3.5856578,1.1608913,511.0,4543776,27,50,8740,7196
-6.048357,3.5839849,1.148676,548.0,4594136,29,50,8698,7118
-5.9729114,3.5889916,1.1388098,546.0,4640616,27,50,9197,7055
-5.886668,3.5865304,1.1269076,523.0,4690048,26,50,9074,6979
-5.8275743,3.5997517,1.1200169,535.0,4737528,26,50,8400,6935
-5.7651925,3.6102877,1.1124998,584.0,4785888,27,50,8671,6887
-5.6862235,3.6096115,1.1018505,651.0,4835688,31,50,8965,6819
-5.616619,3.6139803,1.092924,667.0,4882728,32,50,9184,6762
-5.543868,3.6154745,1.0833709,664.0,4934248,30,50,9027,6701
-5.482024,3.6232908,1.0758538,740.0,4980968,34,50,9162,6653
-5.415371,3.6271884,1.067397,735.0,5033808,34,50,9486,6599
-5.3554163,3.6348414,1.0601931,751.0,5078528,35,50,9332,6553
-5.2744117,3.6273496,1.0489174,726.0,5129488,32,50,9247,6481
-5.2155848,3.6342428,1.0418701,813.0,5176048,37,50,9182,6436
-5.1488037,3.6348572,1.0332568,815.0,5226488,37,50,9053,6381
-5.082213,3.6347902,1.0246433,793.0,5278208,34,50,9353,6326
-5.0302176,3.6444714,1.0188489,834.0,5325688,36,50,9489,6289
-4.9822774,3.6565733,1.0138375,877.0,5373688,38,50,9572,6257
-4.930415,3.6652794,1.008043,910.0,5420168,40,50,8764,6220
-4.8628526,3.6616087,0.9991164,1060.0,5468008,49,50,8147,6163
-4.829297,3.682995,0.9969239,1148.0,5520608,55,50,8724,6149
-4.7894087,3.6992793,0.9934786,1331.0,5567088,64,50,4820,6127
-4.7689543,3.730422,0.9939484,1410.0,5615328,69,50,2284,6130
-4.7498465,3.762679,0.9947314,1323.0,5665568,62,50,1459,6135
-4.7798367,3.834385,1.0055373,187.0,5714048,6,50,355,6204
-4.7921977,4.247024,1.0492307,11.0,6108440,1,50,300,6483
-4.762372,4.2730513,1.0484476,26.0,6152520,1,50,419,6478
-4.6549,4.2284946,1.0310643,768.0,6205200,32,50,1046,6367
-4.660133,4.285719,1.0377983,1281.0,6252600,65,50,1610,6410
-4.6489315,4.3283625,1.041087,1248.0,6304280,62,50,1623,6431
-4.659666,4.3920255,1.0492307,1095.0,6353200,51,50,1497,6483
-4.649067,4.4362125,1.0528326,1094.0,6398840,51,50,1579,6506
-4.6352587,4.4776907,1.0558081,1100.0,6445200,54,50,1504,6525
-4.6465416,4.54402,1.0644215,1334.0,6495480,73,50,1200,6580
-4.6536736,4.6071815,1.0722518,949.0,6546200,44,50,1153,6630
-4.6504354,4.660814,1.0778897,850.0,6593600,38,50,1329,6666
-4.6904,4.7588863,1.0933938,1018.0,6645560,51,50,1334,6765
-4.679718,4.8066797,1.0976222,915.0,6693640,44,50,1279,6792
-4.674788,4.8609266,1.10326,803.0,6741680,37,50,1338,6828
-4.6734495,4.919588,1.1098375,885.0,6789960,42,50,1193,6870
-4.660751,4.9668937,1.1139092,913.0,6841800,44,50,1056,6896
-4.624143,4.98888,1.1124998,941.0,6889520,46,50,1140,6887
-4.582104,5.0047774,1.1098375,901.0,6938840,43,50,1090,6870
-4.6023297,5.089195,1.1218963,522.0,6985720,23,50,740,6947
18.588404,6.7592993,3.1701572,18.0,22565184,6,50,1270,20026
19.574232,6.847064,3.3220658,25.0,22662664,9,50,1357,20996
25.313309,7.146231,4.2045455,31.0,23148936,19,50,1775,26631
-28.032936,2.485769,4.1549263,42.0,1810512,30,51,2573,28443
-28.552505,3.9516544,4.2547445,25.0,2200864,19,51,1815,29132
-24.72653,4.1993294,3.7065403,30.0,2441664,17,51,1823,25348
-23.49337,4.287348,3.5309527,25.0,2542064,13,51,1710,24136
-8.966615,4.2715898,1.4885148,54.0,4640616,7,51,5929,10038
-8.819977,4.268388,1.4689567,76.0,4690048,9,51,7730,9903
-7.29176,3.5849445,1.2239743,124.0,4737528,10,51,7864,8212
-7.1483183,3.5691242,1.2041265,225.0,4785888,17,51,8130,8075
-7.0591965,3.5789473,1.1931161,260.0,4835688,19,51,8665,7999
-6.9447064,3.5746927,1.1779042,281.0,4882728,21,51,8530,7894
-6.8629937,3.586108,1.1680528,257.0,4934248,18,51,8287,7826
-6.7464304,3.5781298,1.1524065,382.0,4980968,27,51,8087,7718
-6.6598577,3.5847874,1.1416857,328.0,5033808,22,51,8078,7644
-6.5647736,3.5857801,1.1295162,373.0,5078528,26,51,8476,7560
-6.4794536,3.5910137,1.1189405,387.0,5129488,27,51,8591,7487
-6.377927,3.586131,1.105612,402.0,5176048,27,51,8505,7395
-6.2921824,3.5889554,1.0948913,415.0,5226488,28,51,8645,7321
-6.209216,3.592349,1.0846052,434.0,5278208,28,51,8601,7250
-6.1273007,3.595361,1.0744641,446.0,5325688,29,51,8786,7180
-6.05409,3.6025596,1.0657716,504.0,5373688,33,51,8654,7120
-5.9725494,3.603889,1.0556303,505.0,5420168,32,51,8586,7050
-5.898821,3.6089978,1.046793,549.0,5468008,35,51,8329,6989
-5.826098,3.6138597,1.0381006,541.0,5520608,35,51,8332,6929
-5.7535396,3.6179664,1.0294081,519.0,5567088,32,51,8181,6869
-5.6744742,3.617069,1.0195566,595.0,5615328,38,51,8402,6801
-5.60229,3.6196306,1.0108643,594.0,5665568,38,51,8538,6741
-5.5377426,3.626318,1.0034757,567.0,5714048,35,51,8531,6690
-5.469202,3.6296172,0.99536264,589.0,5761768,36,51,8380,6634
-5.404938,3.6349716,0.98797405,575.0,5810048,35,51,7408,6583
-5.3465414,3.6435719,0.9815996,540.0,5859008,32,51,7134,6539
-5.29639,3.6572106,0.9766739,603.0,5912168,35,51,6891,6505
-5.2300515,3.6590376,0.9688507,600.0,5961440,35,51,7418,6451
-5.1550083,3.653901,0.95943385,672.0,6006720,40,51,8100,6386
-5.092288,3.656632,0.9521901,571.0,6059080,33,51,7399,6336
-5.0513434,3.6744332,0.948858,568.0,6108440,32,51,7438,6313
-4.9984193,3.6830738,0.9433528,560.0,6152520,32,51,8133,6275
-4.9281273,3.678195,0.9346603,709.0,6205200,42,51,7861,6215
-4.8817754,3.6904788,0.9303141,771.0,6252600,46,51,7031,6185
-4.825241,3.69452,0.9240845,1036.0,6304280,67,51,5531,6142
-4.80561,3.7264807,0.924664,1115.0,6353200,72,51,2577,6146
-4.7896614,3.7613928,0.9259679,1158.0,6398840,76,51,1942,6155
-4.7757897,3.7980952,0.92770636,1092.0,6445200,70,51,1680,6167
-4.7639604,3.8366294,0.9298795,1150.0,6495480,75,51,1659,6182
-4.7556734,3.878285,0.932777,1124.0,6546200,73,51,1642,6202
-4.747054,3.919983,0.9356744,1036.0,6593600,65,51,1571,6222
-4.7365828,3.9604523,0.9382822,990.0,6645560,61,51,1337,6240
-4.726548,4.001579,0.9410348,947.0,6693640,57,51,1265,6259
-4.724455,4.0498095,0.94538105,787.0,6741680,45,51,1079,6289
-4.7025075,4.0813146,0.9459605,559.0,6789960,29,51,921,6293
-4.7019176,4.131629,0.9507414,443.0,6841800,22,51,770,6326
-4.6949697,4.1768317,0.9543632,871.0,6889520,52,51,1216,6351
-4.6964703,4.2300453,0.9597236,1043.0,6938840,67,51,1629,6388
-4.6835947,4.270775,0.96233135,1020.0,6985720,65,51,1504,6406
-4.6791244,4.3195534,0.96667755,1016.0,7033720,65,51,1516,6436
-4.673508,4.367762,0.9708789,983.0,7082960,62,51,1538,6465
-4.670352,4.418782,0.9756598,969.0,7132480,61,51,1484,6498
-4.6653147,4.4685597,0.9801509,928.0,7184200,59,51,1533,6529
-4.6605525,4.519129,0.98478687,853.0,7228440,53,51,1315,6561
-4.6758337,4.5898952,0.99362415,748.0,7281712,44,51,1229,6622
-4.6826954,4.653351,1.0008678,733.0,7326592,43,51,1206,6672
-4.686859,4.7149577,1.007677,790.0,7378872,49,51,1280,6719
-4.691829,4.778201,1.0147759,733.0,7426592,45,51,1272,6768
-4.696888,4.8423915,1.0220195,828.0,7473872,52,51,1178,6818
-4.704074,4.909679,1.0298427,838.0,7523632,53,51,1058,6872
-4.6908736,4.956406,1.0334646,861.0,7574072,55,51,992,6897
-4.652936,4.977149,1.031871,790.0,7621632,49,51,1148,6886
-4.6155925,4.9983397,1.0304222,1185.0,7668872,85,51,1114,6876
-4.579499,5.020721,1.0292633,1720.0,7721152,110,51,787,6868
17.68723,6.2765985,2.7822423,37.0,23391896,10,51,1429,18968
17.506754,6.0918164,2.7483416,85.0,23444056,21,51,1416,18734
17.592495,6.000903,2.755875,100.0,23491656,25,51,1595,18786
17.646814,5.8988085,2.7586277,50.0,23540216,13,51,1271,18805
17.780052,5.701765,2.7681894,85.0,23635016,22,51,2056,18871
-26.797985,4.0687456,3.656018,44.0,0,18,52,1961,27346
-24.87505,4.0894074,3.4026806,24.0,98280,10,52,1927,25433
-23.795275,4.2122555,3.2632325,39.0,194280,13,52,1875,24380
-21.638857,4.3804216,2.9843361,24.0,392520,8,52,1858,22274
-20.92271,4.3691316,2.8903115,44.0,443280,11,52,1855,21564
-17.07548,4.6740766,2.3999252,33.0,927352,6,52,1738,17861
-8.970024,4.2773333,1.362341,51.0,2343944,3,52,4706,10026
-8.767019,4.246665,1.3361201,170.0,2394624,10,52,8081,9828
-7.302063,3.5918193,1.1218493,146.0,2441664,6,52,7360,8210
-7.192123,3.5926626,1.1087388,414.0,2493504,16,52,8552,8111
-7.0471,3.5743415,1.0903311,530.0,2542064,20,52,8938,7972
-6.962485,3.5852652,1.0809287,553.0,2590064,21,52,8902,7901
-6.837607,3.574144,1.0654345,581.0,2637464,22,52,9213,7784
-6.7682786,3.5909219,1.0582832,631.0,2689264,24,52,9179,7730
-6.666722,3.5895813,1.0462321,631.0,2737104,23,52,8990,7639
-6.56283,3.585704,1.0337838,717.0,2786344,27,52,8925,7545
-6.47744,3.5907905,1.0241164,684.0,2833424,24,52,8987,7472
-6.3931007,3.5954516,1.0145816,702.0,2880784,25,52,8844,7400
-6.3012037,3.5947895,1.0038548,712.0,2929864,25,52,8806,7319
-6.2249966,3.6020808,0.9955117,713.0,2979224,24,52,8751,7256
-6.1429567,3.6050584,0.98624164,777.0,3030984,27,52,8808,7186
-6.0602655,3.6066587,0.9768391,737.0,3074624,25,52,8074,7115
-5.9888167,3.6140451,0.96915823,722.0,3128224,23,52,6939,7057
-5.9268045,3.6263874,0.9629341,705.0,3173024,23,52,6722,7010
-5.8362403,3.6203246,0.95220727,732.0,3225424,24,52,7306,6929
-5.7744937,3.631245,0.9459831,774.0,3273024,25,52,7867,6882
-5.6977954,3.631946,0.9373752,735.0,3320064,23,52,7904,6817
-5.628798,3.6366894,0.9299591,647.0,3370096,20,52,7929,6761
-5.559959,3.6407237,0.9225431,718.0,3420936,22,52,7942,6705
-5.488807,3.6424057,0.9147298,775.0,3468496,24,52,8136,6646
-5.4194903,3.6444602,0.90718126,802.0,3515056,25,52,8466,6589
-5.3536315,3.648037,0.9001625,845.0,3567536,27,52,8412,6536
-5.3009796,3.6599622,0.89526266,847.0,3612336,26,52,8187,6499
-5.229712,3.6583006,0.8873169,860.0,3664576,26,52,7720,6439
-5.173216,3.6662288,0.8817548,824.0,3714736,24,52,7205,6397
-5.12004,3.6759162,0.8767225,769.0,3763136,22,52,6174,6359
-5.068544,3.6862571,0.87195504,765.0,3810616,21,52,5319,6323
-5.0179124,3.696694,0.86732006,742.0,3860776,20,52,4617,6288
-4.968138,3.7072418,0.86281747,651.0,3907296,17,52,3777,6254
-4.9215865,3.7197115,0.8588446,632.0,3954896,16,52,3262,6224
-4.87743,3.7335594,0.85526896,749.0,4003616,20,52,2949,6197
-4.8458166,3.7567306,0.8538122,798.0,4054296,21,52,2038,6186
-4.8273497,3.7900689,0.8546068,429.0,4104176,10,52,824,6192
-4.8125334,3.8264086,0.85606354,44.0,4151456,1,52,473,6203
-4.7787447,3.9948943,0.8667903,651.0,4345336,16,52,744,6284
-4.7359953,4.0087605,0.863612,1108.0,4394696,33,52,1011,6260
-4.717326,4.042908,0.86467147,1371.0,4443496,46,52,1203,6268
-4.6961718,4.0750275,0.8653336,1444.0,4495096,51,52,1416,6273
-4.6941504,4.1240606,0.8694389,1270.0,4543776,41,52,1208,6304
-4.7109485,4.1903615,0.8769874,856.0,4594136,24,52,1060,6361
-4.701343,4.233791,0.8799008,1141.0,4640616,36,52,1135,6383
-4.681865,4.2685723,0.88109267,1291.0,4690048,44,52,1232,6392
-4.683247,4.3227835,0.886125,1471.0,4737528,55,52,1417,6430
-4.669663,4.3636274,0.88850874,1388.0,4785888,50,52,1342,6448
-4.6651087,4.4133277,0.89261407,1457.0,4835688,54,52,1392,6479
-4.6594043,4.46245,0.89658695,1428.0,4882728,52,52,1598,6509
-4.6603837,4.5185714,0.9018841,1369.0,4934248,51,52,1462,6549
-4.6573143,4.5713983,0.9065191,1350.0,4980968,50,52,1462,6584
-4.6565814,4.6271524,0.91168386,1314.0,5033808,47,52,1190,6623
-4.659529,4.687289,0.9176432,1195.0,5078528,41,52,1349,6668
-4.6556664,4.7412667,0.92241067,1259.0,5129488,44,52,1343,6704
-4.6637306,4.808186,0.92956185,1237.0,5176048,45,52,1302,6758
-4.673203,4.8775296,0.9371103,1111.0,5226488,38,52,1306,6815
-4.6745086,4.9392457,0.9432021,1164.0,5278208,41,52,1006,6861
-4.648173,4.972182,0.94399667,1188.0,5325688,42,52,1069,6867
-4.609513,4.9918656,0.9424075,1284.0,5373688,47,52,1196,6855
-4.5908117,5.0332437,0.94479126,1798.0,5420168,89,52,883,6873
-4.6062536,5.112893,0.95406127,679.0,5468008,20,52,624,6943
17.181974,6.0830145,2.4698482,218.0,21101072,34,52,1575,18389
17.2864,6.000863,2.479383,89.0,21149672,16,52,3306,18461
18.387703,5.881432,2.6139312,37.0,21342992,8,52,2000,19477
18.372364,5.7525134,2.60678,57.0,21391792,19,52,8794,19423
18.38836,5.633871,2.6041315,433.0,21440872,88,52,2914,19403
18.399792,5.514112,2.600953,67.0,21487832,13,52,1522,19379
18.34291,5.37465,2.5883725,23.0,21539432,5,52,1773,19284
26.1035,7.300269,3.656018,16.0,21638744,8,52,1510,27346
-28.97509,3.9120796,3.588623,27.0,635120,18,53,1986,29453
-26.639565,4.097259,3.3108714,17.0,782232,10,53,1888,27151
-25.685669,4.111988,3.1966095,15.0,829312,9,53,1970,26204
-23.12321,4.286127,2.8932788,38.0,1024232,15,53,1813,23690
-8.947066,4.2894034,1.2408863,71.0,3128224,6,53,5829,9995
-8.736738,4.2546625,1.216031,148.0,3173024,11,53,8392,9789
-7.313564,3.6170483,1.0266001,135.0,3225424,7,53,7785,8219
-7.2051907,3.6186254,1.0148964,334.0,3273024,16,53,8788,8122
-7.0723166,3.6063797,0.99981433,404.0,3320064,19,53,9150,7997
-6.947802,3.5967503,0.98581815,453.0,3370096,21,53,9080,7881
-6.820161,3.583883,0.97133934,434.0,3420936,19,53,9351,7761
-6.7376103,3.5934193,0.96301407,473.0,3468496,21,53,8782,7692
-6.669169,3.6096416,0.95661926,465.0,3515056,19,53,7723,7639
-6.5859933,3.6170337,0.9481733,412.0,3567536,17,53,7557,7569
-6.5220556,3.634176,0.9423818,349.0,3612336,14,53,6474,7521
-6.40372,3.6198852,0.9289889,509.0,3664576,20,53,8113,7410
-6.3331676,3.6314485,0.92223215,503.0,3714736,20,53,8196,7354
-6.240408,3.6293032,0.91233826,430.0,3763136,16,53,8129,7272
-6.1547546,3.630194,0.90340966,471.0,3810616,18,53,8369,7198
-6.065921,3.6281328,0.89399844,527.0,3860776,20,53,8748,7120
-5.9977155,3.6374779,0.887483,591.0,3907296,22,53,8389,7066
-5.9177876,3.6388419,0.87927836,544.0,3954896,20,53,8147,6998
-5.84481,3.6435657,0.87203896,560.0,4003616,20,53,7567,6938
-5.7753553,3.6496542,0.8652822,578.0,4054296,20,53,6808,6882
-5.716913,3.6619914,0.86009395,549.0,4104176,19,53,5715,6839
-5.652711,3.6699646,0.8540611,519.0,4151456,17,53,5212,6789
-5.5844817,3.6745596,0.847425,563.0,4201776,19,53,4510,6734
-5.540359,3.6944327,0.84428793,508.0,4248936,16,53,4119,6708
-5.483045,3.705008,0.83922035,506.0,4298856,16,53,3784,6666
-5.434001,3.72063,0.83535933,541.0,4345336,17,53,3655,6634
-5.3841567,3.735224,0.8313777,520.0,4394696,16,53,3172,6601
-5.3400235,3.7533443,0.82824063,521.0,4443496,16,53,2987,6575
-5.278893,3.7589688,0.8225697,414.0,4495096,12,53,2446,6528
-5.2597537,3.7941933,0.82317305,425.0,4543776,13,53,2044,6533
-5.1786737,3.784214,0.8144857,315.0,4594136,8,53,1667,6461
-5.1529636,3.8141463,0.8141238,236.0,4640616,6,53,1240,6458
-5.0976977,3.8218668,0.8092975,122.0,4690048,3,53,952,6418
-5.00459,3.8002298,0.7986797,30.0,4737528,1,53,777,6330
-4.975671,3.8266284,0.7978351,32.0,4785888,1,53,752,6323
-4.9145117,3.827799,0.7920436,131.0,4835688,3,53,1025,6275
-4.951716,3.9058478,0.80145484,300.0,4882728,8,53,1405,6353
-4.927657,3.9361575,0.80145484,345.0,4934248,9,53,1759,6353
-4.859427,3.9307244,0.7945774,493.0,4980968,13,53,1819,6296
-4.8367524,3.9617257,0.7948187,574.0,5033808,16,53,1825,6298
-4.824576,4.001471,0.79674923,608.0,5078528,17,53,1580,6314
-4.8120937,4.041216,0.7986797,625.0,5129488,18,53,1110,6330
-4.8136706,4.0931787,0.8029027,334.0,5176048,9,53,1003,6365
-4.808773,4.1401296,0.80616045,101.0,5226488,2,53,888,6392
-4.825925,4.206747,0.8130379,77.0,5278208,2,53,750,6449
-4.8119283,4.246792,0.8149684,148.0,5325688,4,53,1079,6465
-4.790961,4.280868,0.815813,100.0,5373688,2,53,1014,6472
-4.7925725,4.3354964,0.8203979,238.0,5420168,6,53,1001,6510
-4.7761273,4.37421,0.8220871,135.0,5468008,3,53,993,6524
-4.7899547,4.4412384,0.8288439,260.0,5520608,7,53,926,6580
-4.75393,4.462391,0.82739604,1367.0,5567088,58,53,1063,6568
-4.703437,4.4695897,0.823535,46.0,5615328,1,53,979,6536
-4.7653303,4.5844116,0.8386171,573.0,5665568,18,53,931,6661
-4.7605743,4.6364255,0.84259874,115.0,5714048,3,53,611,6694
-4.7087135,4.6425443,0.8386171,531.0,5761768,16,53,1064,6661
-4.715262,4.70642,0.8446499,1091.0,5810048,41,53,1541,6711
-4.706541,4.7557297,0.84814894,1046.0,5859008,40,53,1450,6740
-4.708493,4.8164682,0.8535785,985.0,5912168,37,53,1407,6785
-4.691261,4.8581243,0.8557503,1034.0,5961440,39,53,1286,6803
-4.68534,4.9119635,0.8599733,811.0,6006720,28,53,1152,6838
-4.6748505,4.9615765,0.86347234,853.0,6059080,30,53,1254,6867
-4.6544614,5.0010695,0.8652822,910.0,6108440,33,53,1336,6882
